,DIABLO,TRIM48,SCARNA16 /// MIR6516 /// SNHG20,RBP1,RPL7,F2RL1,HIST1H2BB,CENPJ,RPSAP15,HS3ST1,RASGEF1C,CYP26B1,GSDMD,IFNL2,MTFMT,UBXN7-AS1,GAS1,LOC100506127,TAF1A,OARD1,CACNA1C,IL16,MOCS3,NIFK
TARGET-20-PAKRZG,-0.6867491777437068,0.932116585883872,-0.6469911507643057,1.2890378143166108,-1.6441373139832327,-0.950568359302964,2.758204326298284,-0.25092167994265835,1.0966754021955456,1.2576631145881327,-0.33622824333609835,0.6414625169363808,0.0826706100573693,-0.21572543583456236,-1.010030416055188,-0.7619549218702099,2.7435765609041645,-1.040306040553745,-0.32765266622041594,-2.0962431862446413,-0.9378501269387016,-0.8102465172299971,-2.5006794272042048,-1.4700708058208505
TARGET-20-PAKVYM,-1.3206381353642431,0.8936853060832067,-1.008797041242271,-1.0005066296076741,-1.4468374124457788,1.0107068133715913,0.6900507606281376,-0.34826470460353337,-0.750667286915047,1.245115688419467,-0.5066455372583242,0.9896340743352884,-0.5964757499323762,0.6677711890434241,-0.8827158468605315,0.08017102783597313,0.3936940673434747,-0.5934572307102881,-0.1790416464754954,-0.3420838504453638,0.07200079899716323,0.005670389819035748,0.28768012529325976,-0.7341403688758669
TARGET-20-PAKXVC,-0.8235832768702153,-0.7850734151892184,-0.5241403023948206,0.6633252317019189,0.4906390610033152,-0.4515453827898107,-0.02299877053908383,-0.20825849846328556,0.01893344411666765,-0.27126870367688866,-0.6058063467425402,0.03468714345545039,0.4557831105851473,0.22269882989696865,-0.7159597564119647,0.030634207265021317,-0.15059200973296996,-0.09435887202186988,0.3954952972520329,-0.27566239182954866,-0.7447066085654295,0.15177279628613516,-0.19671322504009986,-1.0383204733314388
TARGET-20-PALGKX,-1.1113488320673013,1.6605839431785328,-0.9653406481812048,-0.07978025131031434,0.10203101198812208,0.9574949018206762,1.0014592596945573,-0.323142623259818,1.1143355136402944,0.5328333563386303,0.479872808695434,-0.7873456824084523,0.5365296053201533,-0.17961579160192712,-0.8757992678097287,-0.5026977006220411,0.18647141392182945,0.6700483907203729,1.1868080951796818,-1.0516681459461543,-0.33727569267831353,1.3280094744506763,0.7114969412158649,0.12530593865329118
TARGET-20-PALVKV,0.19614484031393886,3.2406740265723943,0.16353341631375554,-0.31039259282838405,-0.9401062119678191,1.1612335189428702,0.3204095142243911,-2.390653625916148,2.930106463904965,2.2203605774319053,-0.2904205033402341,1.9321226115669303,0.5471288267942014,-0.7996146508133308,-2.178174082411704,-0.5676572752026208,1.106612352199517,-1.827261832495904,-0.601596873625802,-1.725477226318488,0.9833140263196608,-0.10885571893288493,1.7186392935947843,-0.8617622447753007
TARGET-20-PAMVVP,0.1920053699997668,-0.7240112409117067,1.0756767127771198,0.9484988527589608,0.4735197636898724,-0.492789042242019,1.0289983350367495,0.14142098048626744,0.4307915289611744,0.05351659676592065,-0.5445061254810267,-1.2211041926212816,-1.0310106559662602,0.12496019337581313,-0.5535052520397346,0.4214085396282486,0.10440929067407276,-0.4572568406237098,0.31077733775899874,0.2741327473699639,-0.015062232758134024,0.25310946720003585,0.08985953803789354,0.7671339644737201
TARGET-20-PANAEV,-1.2968434178939692,-0.7629322553308889,-0.009454336074430532,-0.904478777619079,-0.7325347320423071,-1.373366474405213,0.7980265162403117,0.4848770652880725,-1.0396701271199955,-1.1354917307799262,-0.37212436707554253,0.2656097357806865,-1.5263708282682762,-1.1611776260109228,-0.1443439548576363,0.20996911927335013,-1.3534711312229262,-0.5073444785149172,-0.3443392842021045,-0.3413693668336684,-1.9866587504941011,1.1687437478442428,-1.2841353575723429,-1.8479007666230824
TARGET-20-PANASY,1.6297331468807217,0.3122929873818279,0.7163181381945298,-0.5067749105514724,-0.32637940328082843,-0.19096389391339189,0.7808920754727435,-0.5608816562861786,0.2061464640959788,-0.6253905976921861,-0.10835036327871117,0.4951685394521255,-1.275920679541109,0.2970874962134295,-0.6422912265218617,-0.13560225903026624,0.8411881858936131,-1.2665591140130956,-0.04146048121647004,-1.8002938673717201,0.11765873915270587,0.2076646714809172,-0.5912597747873589,-0.26494533382592145
TARGET-20-PANBYS,-0.1374154144427266,0.3781751813258218,-0.8513310040823879,0.0690858924423434,0.5193138840033367,0.902537093029145,0.19795582028923306,0.09307206310085384,0.21586084527933885,-0.6398175978213438,-0.8135484658465818,0.7589326369268856,-0.9934572327780816,-1.5797042647848072,0.0073565843237461985,2.058399503676739,-0.5855384908236024,-0.9084092675994084,0.5413697116479578,1.0187012225719758,-0.4030744816546669,-0.3509667857813031,-0.5254509340071875,0.5126132827932582
TARGET-20-PANBZH,-0.2863784510632084,-0.7137783649352718,-0.7119221896099849,-0.996141727244558,0.4050425744360937,2.623485715104271,0.21243375861221706,0.4629674919385519,-0.3174270043571629,-0.6497488602341943,0.06001317232011188,-0.6770262380621744,-0.7283274111173721,-0.8500701808360658,-0.004232940752432086,0.9259287092555712,-1.4044082224200989,-0.5171639992955245,0.7217854252659767,0.7584760842838186,-0.3977784815663272,0.4246243944916854,-1.3149162059212849,0.282831928735556
TARGET-20-PANCSC,-0.12572068712157008,2.0323698451535592,-0.6156610977253539,0.009585381281944664,-2.0896670265656336,-0.5451280051726269,-0.8457397151472744,-1.4526550574358257,1.0154758464346367,0.6710328417307694,-0.0624979763627747,0.44496637333129896,-0.14639863651009752,0.5995407566271039,-0.6159710901339033,1.169230522509479,1.0397681874266744,-1.809905930540056,0.9362752128026052,0.848730674804038,-1.1762503733396128,1.5368465931691182,0.9848247446558016,-1.1896487195416152
TARGET-20-PANDDC,0.03890286306511557,0.015642686090190525,0.4144163674258043,-0.9064697857145358,1.5319203200935936,-1.2365159638854175,-3.054499741457239,2.162411103778982,-1.4140961670786252,-0.6721513498713694,0.2977133747937626,-1.1388345635598394,-1.7988487799962842,1.0716720223044751,1.1584950596806347,3.400397006417076,0.30049124996691223,-0.6011754548629471,1.6862051981356645,1.7600034869776675,-0.09763168868089887,-1.1949341012224806,0.3772423234408595,0.7445121993405934
TARGET-20-PANGCM,-1.1482566967565953,-0.9436958805770655,-0.652216500919289,-0.4082965870607756,-0.997883840400697,0.493098887246385,-0.6237446608614954,0.14779223065048255,-0.8669494855908599,0.7594490168180785,0.3941060752334001,0.9017249948946352,-0.5907863399705632,0.5793865365902839,1.0541274406701877,-1.6317062441430903,0.5324646207571967,-0.06595095799402181,-0.3603584374645255,-0.7984857746875635,0.8384363269333087,0.1836625063855904,-0.2743440132658128,-0.3603131176576925
TARGET-20-PANHYK,0.8584600905814471,0.3749790185523268,-0.5481284077476563,-1.4737539384509968,-1.4789360949084889,-1.2409566155626344,0.0735982996021211,-0.09892569501236648,-1.3478905474920322,-2.226254219418066,-0.5612040735886743,-1.6805166731865977,1.2901359108451176,0.5263184224887013,0.2302499204016544,-0.6514292200586789,-1.4476214818630209,0.7709510384124617,0.020830663709174132,-0.20204506255309093,-0.2776956916844811,0.5147043372705596,-0.13136412666058842,-0.1458195318178092
TARGET-20-PANILV,0.4032630927468071,0.2298113674206461,-1.1339629181614288,-0.9385556469451763,0.035693734898526515,-0.6752479553155574,-0.5272361408017792,0.4312187727658124,-0.5503609705581604,-0.6823112091172526,-1.244480538400242,0.03468714345545039,-0.24512565718855994,0.5459361297236148,0.7014283290728376,-0.26954052462093203,-1.6719284471574507,-0.08280174056815019,0.0284397615088237,0.005308288469618702,-0.011290838755831072,0.14529560701123004,0.0774246007248054,0.3742486508488683
TARGET-20-PANINI,1.735246218874825,-1.2873349297403398,0.8893058905827139,-0.5670411940562777,0.7812391328990456,0.2581997998079971,-0.8142712299391328,0.9734202266142484,-0.4821227223000488,-0.12651610907115174,-0.09562599105764044,-0.2880884576606012,-0.4038485840824124,0.2368114492514556,1.475945922781946,2.0429041150328437,-0.14209292349037553,0.14159249356647596,2.219442762358512,0.9665439189182214,0.047165768279868264,-0.29849632911480234,1.748544442132946,1.214301184844948
TARGET-20-PANJGR,1.4498543459557982,-0.7106595286804899,0.9359151320495296,-1.5375810633572944,0.5552644083615703,0.5274095634532512,-0.0950342618280658,-0.5159065443674703,-0.3807024709237782,0.1849089764633178,1.2834280761861925,-0.7256434606123741,2.052085578500668,2.0978810524894835,-0.5099942446776334,1.5767592438439182,-0.666710507066223,1.1042490112455978,-0.3178576214651649,0.5549758413098957,0.08239219310989437,-1.6529079477367181,-0.1331374187774203,0.4807465497176001
TARGET-20-PANKKE,-0.3707310139687788,1.2569910665059745,-0.1854626495226695,1.007042148488852,-1.5063269706100049,0.4571308738038602,1.5077222130712464,0.2511973519865939,0.14347814635332864,-0.2296640800649904,0.2946327373086624,0.14187355981327815,0.2694093195328621,-0.4743945862839887,-0.8904370391342464,-0.5448500000423888,-0.005705559800087972,0.4653538124727674,-0.21613599824879035,-0.4854398836776518,-1.026879098120732,0.5829760016439961,0.8417572880694985,-0.09502385599947523
TARGET-20-PANLIZ,-1.8533850700636818,1.2324270090612868,-0.9369870604204072,1.9729490951062068,0.4748037109883854,0.3669388344680361,0.3256339690320747,-1.6858105539516404,0.5872511411181659,-0.9125082199808794,4.5043015372402335,0.8761816020005571,1.5146270899214456,1.4281031359186172,-0.13874260895967053,-1.512028578413755,2.583472152496362,0.1461183632266747,-1.3938274355424418,-0.7581940024423196,0.2735697720564336,-0.9338615851257432,-1.6358601865724236,-0.15408319031392712
TARGET-20-PANLJN,0.7465496553745332,-0.0470433450803073,0.11912896394186825,-1.0217951007821808,1.2584395455113138,-1.1111529511516989,-0.35345660588521005,2.885964682554857,-0.21642911738016926,-0.9358758962464132,0.05764688555619544,-2.612279196951896,-1.0089994401664748,-1.1917821823631316,1.0326040369572829,0.7684568221619862,-0.9859717906182932,2.6211629240968013,3.384602549547917,1.942426463406578,-0.4368565428242341,-1.7315222207910583,0.10741731924404553,1.6462322848639552
TARGET-20-PANLRE,-0.44854147693726976,2.618015122384188,0.9151460187752908,1.4139352836893375,-3.6428152753279006,-0.19143199679674544,1.2331837541836246,-2.2429992312876315,0.9748496707792274,1.1034110515874949,0.3518700888434545,1.6783473445024062,2.2902777856483043,1.0465725538326949,-2.2193331434299077,0.3072753176480597,0.39711092971803214,0.6363064160215784,-1.5922980698166491,-2.5821175594692747,1.1013105131363998,1.0426474985730263,0.19682626992475868,-3.729148447197331
TARGET-20-PANNHB,0.5031603798391632,-1.0749447583402962,-1.2845279654541768,-0.04669888603194538,-0.8780487592065822,-0.8792649038819081,-0.1988260260900204,-0.2057987120074793,-0.08380669600734368,-1.2489011596121098,0.5048304370167689,2.102485615833045,1.799230285620547,1.4163698342073672,-0.5639652239375952,-0.4739343854518117,-1.2457107573429975,0.38590863611608295,-1.4448384267124643,0.6773311598127115,0.5437058977745941,-0.521593711317518,-0.3152610869245431,0.017878378203744626
TARGET-20-PANPTM,0.7121602096875623,-0.9497789000492026,-1.0613151174834958,-0.4063438675825394,-0.2022644977583549,0.4836103152865209,0.3598696442866571,0.7479801258669129,-0.4602125690875817,1.3530387932588708,-1.0165580114227826,-0.07202010391590691,-0.4183623850054055,1.0139152528471058,1.7955630522526314,-1.5762133835621392,-1.2443325271414944,0.6070701062077112,1.2875785811710991,1.1336310149675275,-0.11239629498778847,1.516527023588959,1.3168025429227757,1.0016410982338904
TARGET-20-PANTPW,0.3999630954334076,-1.4851361646097476,0.5737123795344763,-0.2781152885116423,-0.005820561086578912,-0.2142931295053769,0.018309842474206337,0.4300896904582283,1.069459296217164,-0.5614850830355744,0.677971193063505,1.4935355523366092,1.2541748589582034,-1.2599892881358916,-1.0513287370542816,-0.10775898256076556,-0.8296862283938183,0.8453046114014261,0.03948630261270145,0.0820642421831654,-1.0617444320356415,-0.5451518755351298,1.2564011484741748,-0.039424928680279685
TARGET-20-PANUTB,-1.5204906042386672,0.8804882468894182,-1.7006819071221582,0.9003700609130044,-0.18600116531058236,1.7958671659063965,1.1004250445155146,-0.2376146384604355,1.0645229123006217,0.9118977048025748,1.7626234693397778,-0.09369328576542403,0.12662669285272035,0.6326179371967925,-1.4695109863317226,0.3497907902397479,0.14142051421023902,-0.3175206148651047,-0.8863039496293762,-1.274331860076616,1.235596212346069,0.2557473547676422,-0.4501407502800451,0.5475014160065602
TARGET-20-PANUUA,-1.3285407605094819,0.9486129098761076,-1.1991364838075491,0.043738827842481474,-0.6730451738780886,0.21033944284244493,1.3892532728029636,-0.5303157852451905,0.24970279277137056,1.1419931170737396,1.3178062046431247,-0.2799057257378256,0.5311221777762709,1.2899627527495765,-0.823870768269467,-0.2526166548364299,0.5588232733609166,-0.9431412762863732,-1.1162288587990663,-1.082212320346127,1.0857434825737031,0.8391122726884879,0.4121170684052021,-0.2659782911379339
TARGET-20-PANVGE,-0.1479811953145625,-0.7235215062931861,-0.6724344169197927,-1.7081951416910996,-0.6978681549825788,1.2062599557497429,-0.07413644259733516,-0.4917925722269561,-0.3100620251447809,0.4143947971797303,-1.3054235843011657,-0.6054826224670791,-0.3944602282853666,0.009446654461072306,-0.705530731176524,-0.4774450594414446,-0.7112158573230551,-0.3714673648326407,1.558752809991526,0.04782006336548488,0.07344516265761854,0.8952653248701584,0.7409642398486371,0.9573530534812558
TARGET-20-PANVGP,-0.5888203101014439,-0.17852420239967792,0.4959053723744074,1.6142996176033413,-0.3892928209077354,0.6562517192389212,-0.2261326574683113,-1.5749991903360308,0.25767492080771304,0.5242736749239719,1.7965104816758994,-0.6076204533297876,0.9139216037200808,2.397418482458019,-0.4982964062829848,0.2901093324159952,0.6183743033174791,0.5259075239531825,-0.7986992052255094,0.06085938927892402,2.0864467719933417,-0.8294430257665236,-0.8005082445734146,-0.7801844410589289
TARGET-20-PANWHP,-0.8980647951804562,1.2865040211483347,-0.3658805411607674,-0.3948572824164406,-0.6893085063258536,0.0969952879245522,-0.898338463550047,-1.2268789202874246,-1.4965892138123185,1.4962674089777264,0.7336905493157772,1.4164262046679104,-0.3064651266893919,1.2473449749633825,-1.6184572725577513,0.7500076250578503,0.06682380455394872,0.4552918343889371,-1.0129887533463575,-1.1260509933780027,-0.5706607874804183,-0.6622897541559662,0.3926765326058689,-0.9464647443605184
TARGET-20-PANYGP,0.06385547432956339,-0.12813308770464416,-0.906979880838416,-1.4903329097074012,-0.4843049209973525,0.005500151372906745,0.0383221608900746,0.4203715177393934,-0.6664055892593799,1.3927384432621657,-0.7349252395963735,0.03468714345545039,0.15144114563077374,-0.5453075827098373,0.6197291402848221,0.4272677334592233,-0.4786969370780097,0.3431149220968911,-0.09295538430796267,-0.3528266218926381,-0.548634241658456,-0.5307871412560963,1.2322099412013572,0.8853559288338169
TARGET-20-PANYNR,-0.88518322672027,0.47485910522407104,-1.7384940401002025,0.08428647347881506,1.0234771898842858,0.8651900737951216,0.018243429913091292,0.8092193995972287,-0.07121495735391344,-0.20863317142600965,0.8682563664186309,-1.8327818334253116,-0.5710807451174014,1.003604876393083,-0.5163073638112529,-0.40543992533684403,-0.12497989848839408,-0.2067378320666028,0.9415148108488556,0.3122300342364265,0.4520289265483941,0.4068382416843728,-1.015339300653198,0.5234076867038131
TARGET-20-PANZCU,-1.1559566904878535,0.6683816060579919,0.13857520375914836,1.1259283049579891,0.5004826569585458,0.4366608612291149,0.5947487354286688,-0.8209603892554226,0.8074613797909549,1.2013012954215891,2.9259436187863392,2.182838568948612,-0.7473695179283399,1.6049424207555807,-1.2206379271524734,1.3439410294693963,1.9294157824961324,-0.9847429085647098,-0.6209032906306158,-1.9747809722564449,2.3886397467310814,-0.6819824989675842,0.406753407064171,-0.9095106965231872
TARGET-20-PAPAWN,-0.13837067682291992,-1.309372987573718,1.070032452694102,-0.6843958058366003,-0.7248310482512521,0.7011516417529967,-0.4260455351834801,1.6983582753625155,-2.2315032685534453,-0.6046644848305838,0.06179904912306924,-1.5160511333693274,-0.7499239468907858,-0.8464312244405298,1.1904320152977668,-0.15402724458964692,-1.6187517318828353,2.5761264800227783,1.8201987405286248,-0.09742424798342512,-1.7334938977863024,1.1896901421929391,0.1807790708922026,0.3338858438818885
TARGET-20-PAPVCN,-0.4945967026005362,0.4655799229784379,-0.925478061344875,1.793643500663385,0.3108864392121469,1.1935326178942465,0.2532221398967751,-0.21817829302276093,0.30067689620905425,4.514913988818654,1.4931346597734845,0.6137075748739829,-0.23988410165522864,1.6121037003288494,-1.0079415163418577,-0.0711511268895645,0.4980375788488455,-1.3013315322505992,-1.1880480625922556,-0.0615724810394299,1.6512920980680188,-0.9486442025838012,0.92440145771193,0.3275073324801997
TARGET-20-PAPVDV,1.1860861396429694,0.4802977370402604,-0.014878117247959847,0.956730905461334,1.6170888242279802,-0.600920808296625,-1.7917423731841842,-1.466540081527883,-0.4404142378714945,-0.5178484875744995,0.1880158921720952,0.6769578810878878,-0.13518568859702115,-0.7600293366900854,0.5578203421142061,0.4851091138815121,0.8910628913104636,-0.3139443696425385,-0.6082548342004943,1.114008232917756,1.6403390069762247,-1.0506076982662411,-1.896249525308075,-0.8253504995267795
TARGET-20-PAPVGE,-1.1048356794750724,0.8874476335736439,-0.7024195486108373,-0.43130804601019546,-0.6135556157138626,-0.1942153112383057,1.0844306860470787,0.13908216713484528,0.4231625719992428,-1.0339947369135398,1.342228069923569,-0.30703406220252755,0.9358001219114296,0.6985623585441231,0.12117840870341327,-1.94786059556806,0.20812111333708955,-0.0768413318638732,-0.9994392195452264,-0.4748246985896062,0.366610864517504,0.4168674379810047,-0.027681269064151127,-0.1010408323419633
TARGET-20-PAPVKG,0.18792379437530127,-0.439217672489489,1.3056803111601896,0.011882698315164421,0.7097660666154134,-1.3956329899376931,0.36707540716759296,0.19767347402476002,-0.3934525962269358,0.32407364848382003,0.6788641314649816,-0.5287787254792399,0.8730839147230428,0.5632211726024161,1.4186636506430736,-1.2969816378902008,0.8002432636573305,1.2292559558332947,-1.1429608208057318,-0.04776763697060248,0.008649404001027847,-0.8229136010942352,-0.7472000185921374,0.8447090586060345
TARGET-20-PAPVZK,-0.9794068342211752,-0.11748780362840425,-0.8009074774813472,0.5267880226942095,0.4281536258092433,0.7155616197027104,-0.2638660609415969,-0.437784801847586,0.027407129877150712,0.9672435380445302,0.9145998694553821,0.20715111943147324,-0.03851548084935876,1.3735187899855623,-0.7867347733658238,-0.6567073368155057,0.7259049721638222,-1.0378208531956887,-0.3582559235988337,-0.5760772332755664,1.6794170682341316,0.6611462738206214,0.6205555158662852,-0.4952948144052334
TARGET-20-PAPWHS,-0.3373547253517129,1.2824057156565154,1.330903098406186,0.7421232059413647,-0.9131433186991456,-0.8031286024759616,1.0284559657876458,-1.5728351159131635,1.3710802728505043,-0.1297926636779495,-0.18688429568877107,-0.20729319471137425,0.7829656513920468,0.6401524430670397,-2.1845490948701616,1.303991980621853,1.0451375425866931,-1.1420976983576567,-1.4444880077348492,-0.028017268561599508,0.4048865015196036,-0.4670338387558809,0.7752916724312411,-0.2262869064237658
TARGET-20-PAPWIU,1.7314541166989048,-0.549871920768661,0.4558664024104841,0.1298882165882318,0.7431486963766287,-0.6612048688149592,-1.7515627737098431,0.843347256489518,-0.3070526787999372,-1.1050629523385016,-0.20710935048226514,0.038667931958426466,-0.6103758244163395,-0.6863871229675838,1.2501126537741647,-0.05107975628676995,-0.7603153082515596,-0.17772377478069035,-0.014361413614207697,1.7907517995524116,-0.4245393304975626,-0.6067635267428324,0.509341639897133,1.0935742990032136
TARGET-20-PAPXWI,-0.4519862109749354,0.3776081201885895,-0.8995276936975518,-0.7702005970273671,-0.9379662998036434,0.6004336132563635,0.9683525979789219,0.22729844314276115,-0.7436718765520297,0.03439066173554327,-0.8216742053000364,0.6834082328288141,0.3977610812952833,-0.23758250085134705,-0.2926403611728526,-1.9616611760790292,-0.7963502853949914,-0.8118102370395618,0.0266209201488203,0.3774776983473152,-0.897769035361032,2.243147518819788,1.0417452323565486,0.11167090213469297
TARGET-20-PARBFJ,-0.04400233259774337,-0.9307050254331792,-0.1870941934529164,-0.4788242199806295,-0.12094783551949212,-1.6181083738232978,-1.7582815111426058,1.4124853882474264,-1.7994244880935746,-1.3339137818520457,-1.8089515488950545,0.2839655938777273,-0.2841221668685103,-1.2674771407190164,0.9612100867550296,-0.20985906679718147,-0.2327115592391229,-0.20908158599777588,0.7320310087067341,0.546963417950172,-0.2193193270743632,0.9218270244370248,-0.0903375905255107,-0.33399853013411485
TARGET-20-PARBFZ,-0.09877070906217066,-0.4979600512055933,2.108179445932703,-0.26838997973767675,-0.3559101911465201,-0.9438631017846602,0.5472748229919069,-0.5064975251376141,-0.6803436144355046,-1.0711798217534765,-1.193940224876541,0.05975136736305811,-0.035032168627841184,-0.4719686153536292,-0.4972287464295057,0.4928568082034588,-0.9605032450197042,1.5841326286534467,-1.3611216642983324,-1.2594297733184,-1.5370604399642125,-0.7506198111226688,0.6622388268594489,-2.688986257931174
TARGET-20-PARBVE,0.942610022073037,0.225068674272878,-0.552582081719412,-0.8194014701554966,-0.2266594964300099,-0.5956072079991013,0.7862714929230259,-0.3777149347929796,-0.008652230711080788,0.9002646659660354,0.041216818968981314,-0.01986440269639787,0.10040232798500212,0.5578093912962325,-0.06086533298048785,-0.05238717970359856,0.2449600580980644,-0.6117829618790361,-0.8083273838009439,-1.209671093218194,-0.8718507318983947,-0.280971353294383,-0.3004836526176177,0.20980184677610456
TARGET-20-PARCVP,0.3304315730932633,-2.5591499585292845,-0.2154477812137141,2.813345954475305,0.5578323029585887,-1.6851482975770555,-1.0138852511292864,-0.8230841393101621,-0.3508729852248762,1.2232973906889282,-0.2792141264016753,0.5867635341733071,0.04140165383290522,-1.1859738481164093,-0.07534837099291011,0.4881597685207796,0.6368655585209613,-0.17691558376994088,-0.6403265139613015,-0.9164776397046709,0.34739280359087804,-0.5013002594360493,-0.3887323010490456,-0.44966392514697534
TARGET-20-PARCVS,1.7396751626375373,-0.18133373257960575,-0.4105936640059391,0.5748785259229506,0.4058985393017639,0.6660059712136616,-1.0487297081940865,-0.7061569131951453,0.8029209624987331,-0.2980145331416773,1.2561934549410896,-0.1291886499169342,0.374373127807946,0.5842851317381211,1.9709223148538784,-1.38191573689455,0.11316679507944925,-0.8817591690199407,-0.3874575050667878,0.7660291967503111,-0.3321401774411367,1.0261411130014848,1.1615628589666225,0.6505130839472454
